HOSPITAL_ID,HOSPITAL_NAME,HOSPITAL_TYPE,COUNTY_NAME,STATE_NAME,STATE_FIPS,CNTY_FIPS,FIPS,NUM_LICENSED_BEDS,NUM_STAFFED_BEDS,NUM_ICU_BEDS,ADULT_ICU_BEDS,PEDI_ICU_BEDS,BED_UTILIZATION,AVG_VENTILATOR_USAGE,Potential_Increase_In_Bed_Capac
803,Orlando Health - Health Central Hospital,Short Term Acute Care Hospital,Orange,Florida,12,95,12095,216,211,14,14,0,0.72792315,4,5
804,Osceola Regional Medical Center,Short Term Acute Care Hospital,Osceola,Florida,12,97,12097,404,345,52,52,24,0.82553262,9,59
805,Orlando Health St Cloud Hospital (FKA St Cloud Regional Medical Center),Short Term Acute Care Hospital,Osceola,Florida,12,97,12097,84,84,8,8,0,0.54468364,3,0
806,Delray Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,536,339,52,52,0,0.72509676,16,197
807,West Palm Beach VA Medical Center,VA Hospital,Palm Beach,Florida,12,99,12099,254,254,2,2,0,0,2,0
808,Good Samaritan Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,333,333,22,22,7,0.3491196,6,0
809,St Marys Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,460,370,26,26,45,0.61821002,9,90
810,Wellington Regional Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,235,233,16,16,25,0.63902324,7,2
811,West Boca Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,195,194,16,16,39,0.52622509,4,1
812,Palms West Hospital,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,204,204,18,18,10,0.65845656,4,0
813,Lakeside Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,70,54,6,6,0,0.25520042,2,16
814,Boca Raton Regional Hospital,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,400,370,41,41,10,0.6334765,15,30
815,Palm Beach Gardens Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,199,199,44,44,0,0.68636334,6,0
816,Jupiter Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,242,207,17,17,0,0.6336841,4,35
817,JFK Medical Center North Campus (FKA West Palm Hospital),Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,245,168,20,20,0,0.38714287,3,77
818,Bethesda Hospital East (FKA Bethesda Memorial Hospital),Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,401,431,40,40,0,0.59276068,14,-30
819,JFK Medical Center,Short Term Acute Care Hospital,Palm Beach,Florida,12,99,12099,558,486,72,72,0,0.54029268,16,72
820,AdventHealth Zephyrhills (FKA Florida Hospital Zephyrhills),Short Term Acute Care Hospital,Pasco,Florida,12,101,12101,149,149,14,14,0,0.64447916,3,0
821,Morton Plant North Bay Hospital,Short Term Acute Care Hospital,Pasco,Florida,12,101,12101,150,192,22,22,0,0.76924944,4,-42
822,Medical Center of Trinity (FKA Community Hospital),Short Term Acute Care Hospital,Pasco,Florida,12,101,12101,278,245,34,34,12,0.67035842,6,33
823,AdventHealth Dade City (FKA Florida Hospital Dade City),Short Term Acute Care Hospital,Pasco,Florida,12,101,12101,120,75,12,12,0,0.1947259,2,45
824,Regional Medical Center Bayonet Point,Short Term Acute Care Hospital,Pasco,Florida,12,101,12101,290,290,20,20,0,0.7432071,9,0
825,Mease Countryside Hospital,Short Term Acute Care Hospital,Pinellas,Florida,12,103,12103,311,299,26,26,10,0.66179502,7,12
826,Northside Hospital,Short Term Acute Care Hospital,Pinellas,Florida,12,103,12103,288,221,32,32,0,0.58842123,10,67
827,Largo Medical Center,Short Term Acute Care Hospital,Pinellas,Florida,12,103,12103,286,250,22,22,0,0.63886923,10,36
828,St Petersburg General Hospital,Short Term Acute Care Hospital,Pinellas,Florida,12,103,12103,215,168,21,21,0,0.34792155,4,47
829,Palms of Pasadena Hospital,Short Term Acute Care Hospital,Pinellas,Florida,12,103,12103,307,167,18,18,0,0.42647853,4,140
